AuthorID	Name	Gender	DoB	DoD	OccupID	ReligionID	PoliticsID	NationID	Notes
876	"Burns, Robert (1759-1796)"	Male			2	11	9	5	"ODNB: as young boy interest in Calvinist theology. 1781 becomes freemason. Celebrated as a labouring-class, ploughman poet. Complicated politics. Radical sympathies and Jacobin friends. But investigated he claims, ""To the British Constitution, on Revolution principles, next after my God, I am most devoutly attached!"" Radical poems. He helps organize Dumfries Volunteers and shows himself ""loyal to the crown."""
877	"Anstey, Christopher (1724-1805)"	Male			2	2	10	2	"ODNB: poet. Associated with Soame Jenyns. ""New Bath Guide"" mocks Dryden, Handel, and Methodism. Grows conservative with Gordon Riots and French Revolution.  Joins ""Loyalist Association for the Preservation of Liberty and Property against Republicans and Levellers."""
878	"Hamilton, William, of Bangour (1704-1754)"	Male			2	11	11	5	"ODNB: ""poet and Jacobite army officer."" Associated with Allan Ramsay, Hume, Kames, Adam Smith, James Thomson. Member of Rankinian Club. Meets Prince Charles in Rome in 1740. Fought in 1745 uprising. After short exile, returns home."
879	"Montagu, Lady Mary Wortley [n&eacute;e Lady Mary Pierrepont] (1689-1762)"	Female			10	0	1	2	"ODNB: writer. Elopes. ""The accession of George I revolutionized the Wortley Montagus' fortunes."" Associated with Pope, Gay, Henry Fielding. Published a pro-Walpole periodica (1737-8). CHEAL on Bartleby: belongs to the great whig aristocracy that ruled England."
880	"Fergusson, Robert (1750-1774)"	Male			2	0	6	5	"ODNB: Fergusson ""appears to have had Jacobite and anti-Unionist sympathies."" Religious skeptic: ""Brought up in a protestant milieu, Fergusson knew the Bible well, but appears to have had difficulties accepting some of the tenets of Christianity."" Illness. Reading Bible to deal with his ""Horror."""
881	"Philips, John (1676-1709)"	Male			2	2	3	2	"ODNB: Royalist family during Civil War. Associated (at school) with William Oldisworth. Tories invite JP to ""Henry St John's country seat and persuaded him to produce Bleinheim (1705), dedicated to Robert Harley."" JP's ""Cyder"" includes compliments to royalist friends, nonjurors, and tory leaders. JP ""published with both the tory bookseller Thomas Bennet and the whig Jacob Tonson."" His ""genius for friendship"" won over the Whiggish (including Smith, Addison, Welsted, Tickell). Stuart sympathies, but  able to please all sides--""his deepest political instincts, like Pope's, were for reconciliation."""
882	Epictetus (c. 55-c.135)	Male			0	0	0	0	
883	"Sackville, Charles, sixth earl of Dorset and first earl of Middlesex (1643-1706)"	Male			11	0	1	2	"ODNB: poet and politician. Courtier. ""Dorset's political leanings were forged in the heyday of the Cabal ministry under the charismatic influence of his maternal relative the second duke of Buckingham."" Adopts moderate whig position on succession. Anti-Yorkist in later years of Charles reign. Championed Shadwell over Dryden. Proverbial indifference to religion. Associated with Prior and Charles Montagu."
884	"Nugent, Robert [or Craggs] (1702-1788)"	Male			11	12	0	4	"ODNB: ""politician and poet."" Born to old Roman Catholic gentry family. Abandons ""Roman Catholicism to enter the Church of England."" Associated with Pope, Goldsmith. Embroiled in politics by 1730s. Queen Anne. Hostile to Robert Walpole. But supports each ministry in turn! Stalwart supporter of Newcastle. With GIII allegiance transferred to Bute and Grenville. Resigns when Rockingham administration forms. Goes over to Chatham. Made Lord Clare. Burke complains his disciples are ""the worst sort of Tories."" Resigns with North in 1782. Tried to reconcile Fox and Pitt. Returns to Catholicism in final years. Wiki: Bristol elections, listed as Whig: http://en.wikipedia.org/wiki/Bristol_(UK_Parliament_constituency)"
885	"Addison, Joseph (1672-1719)"	Male			12	7	1	2	"ODNB: ""writer and politician."" Parents from clerical, royalist background. Against ""grain of ancestry,"" JA takes sides in opposition to Stuart cause in 1689. Classmate of Sacheverell, dedicates poem to him. Connections with John Baron Somers and Charles Montagu. Meets Boileau on tour. Joins Kit-Kat club. Publishes ""The Campaign."" Associated with Pope, Swift, Tickell, Ambrose Philips, Congreve, Steele. ""Cato"" in 1713, can be read Tory or Whig. Addison a ""Hanoverian of unquestioned fidelity."" When Whigs split, JA sides with Sunderland and Stanhope against Townshend and Walpole. Pat Rogers characterizes Tatler/Spectator as ""mildly whiggish, progressive"" in tone. WWW: Addison is a ""high-church"" Anglican."
886	"Milton, John (1608-1674)"	Male			2	13	13	2	"ODNB ""poet and polemicist."" Acknowledges liturgy and doctrine of Church of England (twice). Attacks Caroline church in ""Lycidas."" Anti-monarchical sentiments of 1650s based in anti-episcopal sentiments of early 1640s. Anti-prelatical tracts. Moves from presbyterianism to independent congreagationalism. Tolerationist positions: ""he had become an Independent."" Opposed to Erastianism. JM a defender of republican values but not a advocate of direct deomocracy. Evolving theology. A modified Arianism, material angels, Arminian notions of grace. After death JM associated with Whig cause."
887	"Collins, Anthony (1676-1729)"	Male			5	14	1	2	"ODNB: ""philosopher and freethinker."" Associated with John Toland, Matthew Tindal, Locke. Tangles with Clarke in defense of Dodwell. Collaborated with Trenchard and Gordon on the ""Independent Whig."" Attacks clerical claims to authority and exposes high-church clergy as practical atheists. ""Collins boasted to Dodwell that his collection of works by Anglican divines could rival anyone's."" Voltaire sees AC as a deist, Berkeley as an atheist."
888	"Dryden, John (1631-1700) [Poem ascribed to]"	Male			7	9	8	2	"ODNB: shifting allegiances. Poems celebratory of Cromwell and Charles II. Royalist and Jacobite, survives Glorious Revolution. Conversion to Catholicism in 1685. ""Religio Laici"" contradicted by ""The Hind and the Panther."" "
889	"Ramsay, Allan (1684-1758)"	Male			2	11	11	5	"ODNB: poet. Sees Union as treachery. Writes in vernacular. Original member of quasi-Jacobite Easy Club. Club's precursor the high-tory Greppa. Associated with Archibald Pitcairne. Ramsay supported Musical Society, which may have sung Jacobite songs. Club has anti-Union manifesto but dissolves in 1715. Attacked presbyterian attitudes towards dancing. Calvinist's complained when he opened Edinburgh theater. Poems against presbyterian hypocrisy. Joined closet-Jacobite Royal Company of Archers in 1724. Did not take part in 1745."
890	"Churchill, Charles (1731-1764)"	Male			2	2	14	2	"ODNB: poet. Associated in school with William Cowper, George Colman, Bonnell Thornton, and Robert Lloyd. Part of the Nonsense Club. Ordained in 1756. After fame, ""more man about town than a clergyman."" Collaborates with Wilkes on ""North Briton."" Targeting Bute and ""his Scottish hangers-on."" Churchill accompanies Wilkes to meetings of the Franciscans. Wilkesite. "
891	"Locke, John (1632-1704)"	Male			5	15	1	2	"ODNB: philosopher. Closely connected to arch-whig Shaftesbury. ""Two Treatises"" published in 1689. Locke not a nonconformist: ""his closest sympathies seem to have been with the latitudinarian Anglicans."" Advocate of the separation of church and state. Locke sometimes thought Socinian by contemporaries (John Edwards, for example). Locke's notes suggest he rejected Trinity and deity of Christ. Associated with Anthony Collins in final years. ""Locke's political writings earned him a place in the whig pantheon."""
892	"Whichcote, Samuel"	Male			0	0	0	0	"Not in ODNB, Wiki."
893	"Tickell, Thomas (1685-1740)"	Male			2	2	1	2	"ODNB: ""poet and government official."" Writes early poems to Addison, his longtime friend. TT's ""Prospect of Peace""Maneuverings with Pope. Writes anti-Jacobite epistle (1717). "
894	"Leibniz, Gottfried Wilhelm (1646-1716)"	Male			5	0	0	0	
895	"Peacock, Thomas Love (1785-1866)"	Male			10	0	15	2	"ODNB: ""satirical novelist and poet."" Nonconformist parents: Independents and Presbyterians. Part of the Shelley circle. Meets the philsophical radicals: Bentham and Mills. ""Peacock's friends were, almost without exception, either advanced liberals or radicals, though some of them became considerably more conservative, as he did, after 1830."" Satirical and contrarian in his politics."
896	"Young, Edward (bap. 1683, d. 1765)"	Male			10	16	16	2	"ODNB: writer. Early poem published in Tory continuation of ""Tatler,"" pulished by William Harrison. Poem vilifying war, praising Queen and Bolingbroke. Acquaintance with Swift. Young secures assistance from Addison and Steele. Clubbable. Sought place in Irish Church. Poems dedicated to Dorset and Walpole (Swift annoyed). Supports king and whigs in ""Ocean."" Later work satirizes Bolingbroke as infidel. Friends both whig and tory. EY ""fought a rearguard action against Enlightenment criticism of Christian revelation and teleology."" Enthusiastic tendencies."
897	"Sedley, Sir Charles (1639-1701)"	Male			12	0	17	2	"ODNB: ""Writer and politician."" Royalist commisioner. Courtier. Drinking companion of Charles II. Associated with Buckhurst, Waller, Godolphin, Buckingham, Rochester. Famed critic (Dryden, Rochester). Follow Buckingham into opposition after fall of Cabal ministry. Anti-Yorkist at time of Exclusion. Shaftesbury lists as ""double-worthy."" Shadwell dedicates poem to him. Supporter of revolution but ""anti-court"" Whig. "
898	John of Salisbury (c. 1115-1180)	Male			0	1	0	2	"ODNB: ""scholar, ecclesiastical diplomat, and bishop of Chartres."""
899	Nicholas of Cusa (1401-1464)	Male			0	1	0	6	"Wiki: ""German cardinal of the Roman Catholic Church, a philosopher, jurist, mathematician, and an astronomer."""
900	"Goethe, Johann Wolfgang (1749-1832)"	Male			10	0	0	6	
901	"Charles-Louis de Secondat, Baron de La Br&egrave;de et de Montesquieu (1689-1755)"	Male			10	0	0	3	
902	"Darwin, Erasmus (1731-1802)"	Male			13	8	9	2	"ODNB: ""physician and natural philosopher."" Associated with Anna Seward. Founder of Botanical Society, Lunar Society, and Derby Philosophical Society. ""Tending towards deism and scepticism in his religious views, he was dismissed by some contemporaries as a materialist or atheist."" Like most in Lunar society, ED applauded French Revolution. Abolitionist, religious toleration, freedom of press."
903	Homer	Male			0	0	0	0	
904	Proclus (c. 411-85)	Male			5	0	0	7	Wiki: Greek Neoplatonist philosopher.
905	Author Unknown	Unknown			0	0	0	0	"Assigned to various works: Old Testament, A biographical dictionary, An untitled work, etc."
906	"Blake, William (1757-1827)"	Male			14	0	9	2	"ODNB: ""engraver, artist, and poet."" Mother had been member of Moravian church. ""Blake and his wife attended an organizational meeting of the New Jerusalem church, which based its doctrines on the writings of Emanuel Swedenborg, on 13 April 1789"" no easy convert. Radical political views in ""Marriage of Heaven and Hell,"" ""Daughters of Albion,"" etc. ""ilchrist claims that Blake was 'a vehement republican.'"" Singular religious beliefs.Some parallels with radical protestant groups."
907	"Warton, Thomas, the younger (1728-1790)"	Male			15	0	0	2	"ODNB: ""poet and historian."" Friends with Samuel Johnson. Admitted to (Johnson's) Literary Club in 1782. In his edition of Milton TW censured JM's politics and wasted his poetic energies in the Parliamentarian cause."
908	"Williams, Sir Charles Hanbury (1708-1759)"	Male			8	17	18	2	"ODNB: ""writer and diplomatist.""  Member of Society of Dilettanti. ""Williams supported Robert Walpole and became a member of Walpole's circle."" A ""good whig"" or member of ""old corps,"" he stayed loyal to Walpole and transferred loyalty to Pelham. After Walpole's 1742 resignation, CHW disillusioned. Uncomfortable relationship with Pelham. Party writer: satire disciplines whig opposition. After 1741 satirizes new whigs. Attacks Pulteney. Some poems against tories in 1745. ""When young he rejected religion, but when older he recommended John Tillotson and his beliefs to young Lord Essex."""
909	"Bowles, William Lisle (1762-1850)"	Male			1	7	0	2	"ODNBL: ""Church of England clergyman and poet."" Publishes 10 vol. edition of Pope. Controversial. WLB had ""high-church"" principles."
910	"Cambridge, Richard Owen (1717-1802)"	Male			16	0	0	2	"ODNB: ""poet and essayist."" Wrote a sequel to ""Memoirs of Martinus Scriblerus."" ROC often mentioned in Horace Walpole's letters. Mentioned in Boswell, too. WWW: associated with Gray, Hardwicke, Chesterfield. "
911	"Wilson, Alexander (1766-1813)"	Male			2	8	9	5	"ODNB: ""ornithologist and poet."" ""His parents hoped he could become a minister, but the Church of Scotland left him cold; he became a deist."" Involved in worker's movement. Emigrate to America. Meets Bartram. ""On 9 June 1804 Wilson became an American citizen."" Inspired Audobon. WWW: Jacobin sympathies."
912	"Wolcot, John, pseud. Peter Pindar, (1738-1819)"	Male			2	2	19	2	"ODNB: ""poet and satirist."" Doctor, Minister. Deacon in Church of England. Trips to Jamaica. Writes anti-royalist satires (""Lousiad""). Reversal of pro-revolutionary stance from his 1791 ""Rights of Kings"" (with its echoes of Paine). Turns establishment to write ""Odes to Mr Paine."" JW assaults William Gifford, tory satirist, with his cane in 1800. "
913	"Sherburne, Sir Edward (bap. 1616, d. 1702)"	Male			2	1	8	2	"ODNB: ""translator and poet."" Associated with Carew, Herrick, May, Randolph, Shirley. Clerk of the Ordnance, pre and post Civil War. ""Sherburne served Charles at the battle of Edgehill."" After CI's execution, ES retires to country home. In 1683 CII knights ES. Sherburne family known for its recusancy. Turns Roman Catholic in CII's time. But ES takes oaths required by Test Acts in 1673."
914	"Graham, Dougal (bap. 1721, d. 1779)"	Male			2	0	11	5	"ODNB: ""poet and chapbook writer."" Main fame in lifetime as poet. ""Graham is thought to have accompanied the Jacobite army virtually throughout the campaign, acting in effect as war correspondent for the Glasgow booksellers."" May Biggest selling author in C18 Scotland, owing to circulation of chapbooks."
915	"Thomas Carter (c. 1735, d. 1804)"	Male			17	0	0	4	"ODNB: ""musician and composer."" Born in Dublin. Wrote :Stand to your guns, my hearts of oak"" from the opera ""The Milesian,"" by Isaac Jackman."
916	"Priestley, Joseph (1733-1804)"	Male			18	18	9	2	"ODNB: ""theologian and natural philosopher."" Remembered as scientist, ""in his own day he was known also as a vigorous advocate of unitarianism and of liberal reform of government, education, and theology."" English liberal dissenter. Educated to be a dissenting minister, as Independent, unable to attend Oxford or Cambridge. JP's family were ""all fervent dissenting Cavinists."" JP the ""most prominent English spokesman for rational theology in the later"" C18. Debate at Daventry persuades JP to become Arian (breaks with conservative evangelical family). Revises Warrington curriculum. JP acts as intermediary btw. Becomes anti-Trinitarian. Shelburne and dissenters. Becomes member of Lunar Society. Riots. 1794 resolves to move to US. "
917	"Byron, George Gordon Noel, sixth Baron Byron (1788-1824)"	Male			2	0	20	2	"ODNB: poet. Sexually abused by Calvinist nurse.  Joined Cambridge Whig Club. ""I was born for opposition"" (from DJ). Visits Leigh Hunt in prison. Speaks twice in Parliament about reform. Member of whig opposition. Views became increasingly radical until 1814. ""When he wrote his early poetry his closest circles and sympathies were reformist and whig."" But early satire is peculiar and idiosyncratic (borrows from ""Anti-Jacobin"" and conservative voices like William Gifford). ""Uncompromising commitments to liberty of thought, word, and act."""
918	"Southey, Robert (1774-1843)"	Male			2	0	21	2	"ODNB: poet and reviewer. Associated with Charles William Watkins Wynn, of prominent Whig family in Wales. Reads Paine. Jacobin sympathies until 1792: ""Southey remained faithful to his radicalism, but it was an anxious fidelity."" Lifelong influence of Edmund Seward's ""austere Christian stoicism."" RS rejects Christian orthodoxy. Writes democratic epic. Reputation as a republican. Meets STC, devise pantisocratic scheme. Parodied by Canning in ""Anti-Jacobin."" After withdrawal from pantisocracy scheme, radical enthusiasm weakens. ""Until perhaps 1808 or 1809 he liked to think of himself as a Jacobin."" Ultimately loses patience with France after 1803, 1808. Becomes involved with ""Quarterly Review."" Final phase of radical commitment in 1809-10. His history of the following year is quite different in tone: country needs strong leader, opposition is absurd, reform leads to anarchy. Becomes poet laureate. Stern with Methodism's enthusiasm. Defends Catholic exclusion. Mellows some towards reform in the end. "
919	"Shaw, Cuthbert (1738-1771)"	Male			2	0	22	2	"ODNB: poet. Shaw becomes involved in opposition politics in the late 1760s. Writes ""caustic political pieces in the pro-Wilkes 'Freeholder's Magazine, or, Monthly Chronicle of Liberty.'"" "
920	"Cotton, Nathaniel, the elder (1705-1788)"	Male			19	0	0	2	"ODNB: poet and physician. Studied with Boerhaave. Associated with William Cowper and Edward Young. ""Cures"" Cowper's insanity."
921	"Camillo, Giulio (1480-1544)"	Male			0	0	0	8	
922	"Clarke, Samuel (1675-1729)"	Male			20	15	1	2	"ODNB: theologian and philosopher. Newtonian training. Position as chaplain for Bishop Moore of Norwich (a staunch defender of Protestant succession). Whig connections. Opposes both Calvinism and high-church preoccupations with ritual. Involved in controversy with nonjuror Henry Dodwell. Argues with deist Collins. Clarke entertains doubts about the full divinity of Christ. His doctrines ""might still have been used to damage the moral credibility of the whig political order which he supported"" in the high-church atmosphere of Anne's reign. Clarke displays ""strongly protestant anti-sacerdotalism and hostility to over-ceremonious forms of religion.""  Clarke repeatedly blamed for giving comfort to Deists. Princess Caroline had supported Leibniz in Germany, transfers support to Clarke in England. his heterodox views on the trinity keep him from certain preferments."
923	"South, Robert (1634-1716)"	Male			20	7	8	2	"ODNB: church of England clergyman and theologian. Schoolmates with Dryden and Locke. Favorite of Dr. Busby, staunchly royalist headmaster. Entered into illegal services with Richard Allestree, John Dolben, and John Fell. ""The royalist episcopal clergy of Oxford were rewarded at the Restoration."" South's sermons include Laudian railings against Presbyterianism. South described as a ""Laudian avenger."" Sermon ""ODNB: church of England clergyman and theologian. Schoolmates with Dryden and Locke. Favorite of Dr. Busby, staunchly royalist headmaster. Entered into illegal services with Richard Allestree, John Dolben, and John Fell. ""The royalist episcopal clergy of Oxford were rewarded at the Restoration."" South's sermons include Laudian railings against Presbyterianism. South described as a ""Laudian avenger."" Made James's chaplain. Sermon ""praised the rigours of a Jesuit education, while attacking Socinians as Epicureans who believed only what pleased them."" Not troubled by James's catholicism. ""Throughout his career South feared protestant nonconformity more than Catholicism."" Difficulties in changing allegiance over to William:""dramatic changes for South, given his fervent espousal of divine right during the Restoration."" Attacks both Dissenters and rationalists: mystery is essence of Trinity. Urges leniency for Sacheverell in 1710. ""Laudian loyalties survived his accommodation with the revolution, and they ruled beyond the grave: he left &pound;200 in his will for twenty ejected nonjurors, while requiring other beneficiaries to conform to the prayer book worship as decreed by the 1662 Act of Uniformity"""
924	"Fielding, Henry (1707-1754)"	Male			21	17	23	2	"ODNB: author and magistrate. Grandfather was latitudinarian divine. Second cousin Lady Mary Wortley Montagu. ""Fielding in his political relations during this period has been considered strictly an opposition writer who targeted the ministry of Sir Robert Walpole."" Points up early on HF probably sought Walpole's patronage. Flirts with deism in 1730s, later disillusioned by time of ""Joseph Andrews."" 1736-7 produces popular opposition satires. In 1741 with Walpole career in its death throes, HF is snubbed and writes ""The Opposition,"" which portrays hypocrisy. Walpole may have been benefactor. HF annoyed with Pulteney and Carteret. Approves of Walpole in ""Voyage to Lisbon."" By 1745 Fielding's friends in the government (Lyttelton, Dodington, and Chesterfield, and later Pitt) enlist help in publishing anti-Jacobitical pamphlets. Ridicules tories as Jacobites. ""As court justice in Bow Street he served the Pelham ministry generally and protected Bedford's interests in the Covent Garden area in particular."" Crusades against crime and corruption. ""Fielding was conservative in his social thought."" Dedicates social tract to Pelham. "
926	"Lichtenberg, Georg Christoph (1742-1799)"	Male			0	0	0	6	
927	"Leapor, Mary (1722-1746)"	Female			2	0	0	2	ODNB: poet. Worked as kitchen maid.
928	"Shelley, Percy Bysshe (1792-1822)"	Male	1792	1822	2	19	9	2	"ODNB: poet. Father a member of Parliament in borough controlled by Norfolk (a Fox supporter). ""Shelley grew up, therefore, in a climate sympathetic to whig notions of liberty, notions that had some influence on, even as they were outdone by, his mature political views."" Shelley displays increasingly insistent opposition to Christianity. ""The Necessity of Atheism"" published with Hogg. Radical politics. Not an atheist but a pantheist. Begins correspondence with Godwin. Enlightenment, materialist ""Queen Mab."" ""Hymn"" gives secular alternative to Christianity. Tensions between radical visions and step-by-step reform gives ""satisfying complexity to his political utopianism."""
929	"Hobbes, Thomas (1588-1679)"	Male			5	20	0	2	"ODNB: philosopher. ""Hobbes's familiarity with Calvinist theology (evident in his later controversies with John Bramhall) may well have been acquired during his Oxford years."" Among royalists in exile. Decides to return to England in 1651. Fears he will be arrested as a royalist spy. ""Leviathan"" is tricky here. Hobbes claims ""a prominent defender of the rights of the crown."" ""Hobbes was not Erastian in the narrowest sense of the term (meaning that each state should have a single state church), Erastianism in its broadest sense (the subordination of religion to state control) was an attitude shared by him and many of his friends at this time."" Materialist, mortalist on soul. Outspoken critic of presbyterianism. ""Restoration settlement also involved the return to power of an Anglican establishment that strongly disapproved of Hobbes's religious views."" Defends legislative sovereignty against common lawyers in dialogue. ODNB will not pronounce Hobbes an atheist. Fiercely anti-clerical. Politics is mix of liberal and illiberal elements."
930	"Hill, Aaron (1685-1750); Thomson, James (1700-1748)"	Male			0	0	0	0	
931	"Wesley, Charles (1707-1788)"	Male			9	10	3	2	"ODNB: Church of England clergyman and a founder of Methodism. Samuel imbues CW with tory high-church principles. ""Both brothers were influenced by the nonjurors even, to some extent, after their conversions in 1738."" In mid-1740s Methodists were suspected of Jacobitism. ""Like his brother, he attacked the American revolutionaries and the Wilkite radicals, though in his case in verse rather than prose."" JW describes himself as high-church and tory: ""So too was Charles Wesley, yet both violated church order."""
932	St. Bonaventure [born Giovanni di Fidanza] (1217-1274)	Male			20	1	0	8	Wiki: Franciscan theologian.
933	St. Thomas Aquinas (1225-1274)	Male			20	1	0	0	Wiki: born in kingdom of Naples. Under influence of Dominicans. Accompanies Albertus Magnus to Paris.
934	"Dante, Alighieri (1265-1321)"	Male			2	0	0	8	
935	Petrarch (1304-1374)	Male			2	0	0	8	
936	"Chaucer, Geoffrey (c. 1340-1400)"	Male			2	1	0	2	ODNB: poet and administrator. 
937	"Trevisa, John (b. c. 1342, d. in or before 1402); Bartholomeus (1203-1272)"	Male			22	1	0	2	"ODNB: translator. ""In the 1370s and 1380s Trevisa's periods of residence in the Queen's College, Oxford, partly coincided with that of Wyclif and his associates, but there is no evidence that he worked with them on their translation of the Bible (or that he produced at any time a translation of the Bible himself). Like them, however, he was engaged in opening to the laity (in his case the baronial laity), through translation into the increasingly important vernacular, areas of knowledge formerly the preserve of ecclesiastical, Latin learning."" Wiki: may have contributed to Wyclif's Bible."
938	Marsiglio Ficino [Marsilius] (1433-1499)	Male			5	0	0	8	
939	Anonymous	Unknown			0	0	0	0	
940	"Calvin, John (1509-1564)"	Male			23	21	0	3	Wiki: French Protestant theologian. 
941	"Vives, Juan Luis (1492-1540)"	Male			23	1	0	9	Wiki: Spanish
942	"Castiglione, Baldassare (1478-1529); Hoby, Sir Thomas (1530-1566), Trans."	Male			0	0	0	0	
